lat,lng
40.74498869975404,-73.92496400467742
40.59092877970669,-74.07240369698876
40.72841273385018,-73.99425247243117
40.60343983955581,-74.0115707715734
40.73761325689188,-74.00290483275127
40.60365149551906,-73.99203764176404
40.778619072597095,-73.94811409387555
40.78478511902215,-73.97813151483756
40.73138814158761,-74.00341331064382
40.74707842727676,-73.98134146691059
40.76217929583385,-73.96612906924031
40.59989826964797,-73.96030927992324
40.767204127680714,-73.99196754714451
40.73101953301406,-73.98591024906226
40.82996179282725,-73.94786086008223
40.70822772895455,-74.00653209075058
40.72281325546784,-73.9914497828868
40.688061222814696,-73.98569937219685
40.583647706674135,-73.94390576555314
40.76645780435125,-73.92042364122204
40.71993705710004,-74.00142497468545
40.71754912932131,-73.93842886444
40.745242697341155,-73.98479209057659
40.713417769426286,-73.7894055308543
40.59439759929613,-74.1021208491197
40.60370110802841,-74.00400098894825
40.863759210124655,-73.92612066880591
40.74639617067857,-73.99134209628329
40.68156587149523,-73.96657382516987
40.74777338900753,-73.98504414554922
40.750464398061204,-73.77100423229764
40.666704584799945,-73.98994302154537
40.76435715460628,-73.98515593959957
40.728553077736784,-73.97587692987194
40.81823743285434,-73.93886318501869
40.77737403722379,-73.9505594693868
40.85057515040062,-73.9330536897846
40.7319971116556,-73.99021099743972
40.76821742696684,-73.95699954815508
40.68857352928271,-73.97934217686664
40.73951165137508,-73.98474287842652
40.76351361104333,-73.97927561482813
40.5878936372436,-73.99248236952168
40.7201426061923,-74.00853905186868
40.795132774748225,-73.94518304518347
40.7517477996247,-73.97080474756753
40.7832849828223,-73.94780352601066
40.76338646921101,-73.93345899741975
40.670610780096816,-73.99622570856577
40.76753446292719,-73.95129962610875
40.77762980989931,-73.97929649609077
40.80419097074172,-73.95272486978865
40.81431300359226,-73.91764609710555
40.59596691860462,-73.74044797326721
40.84349358736581,-73.94284815713316
40.707493930514815,-73.94151840898841
40.74568223281277,-73.97212466332256
40.77458987912252,-73.91573111398931
40.77360092184527,-73.98157232460876
40.79566125391051,-73.93247687720715
40.730054005252036,-73.99262869551946
40.761163027649175,-73.99316310748088
40.791427731840855,-73.94034681251256
40.69414973228639,-73.99200519744424
40.773349491489505,-73.99054429871285
40.71130736275639,-74.00635564641753
40.791467707749376,-73.97410621235744
40.823541532060325,-73.95340484672931
40.69609320344547,-73.74362116515917
40.69907173792487,-73.93412185216508
40.768801398200495,-73.9552698957442
40.688061222814696,-73.98569937219685
40.81047907965125,-73.95981884575347
40.746531240655095,-73.97603643273975
40.761971421684585,-73.80270580176362
40.83722808926937,-73.94422320443937
40.680401077954784,-73.99070529914232
40.743624667728064,-73.95056286150823
40.77818279740545,-73.94842134221565
40.685342813742,-73.97868334205296
40.74366719764551,-73.75964895838226
40.75199135108394,-73.82648438816655
40.64107636645157,-73.96247917636259
40.67859231736061,-73.83306395622522
40.74887754198061,-73.97392426630536
40.624832083510256,-74.12675735282558
40.7203282695909,-73.80776061338688
40.67836527207111,-73.97697306333215
40.73287284721278,-73.99230364288377
40.60725163247529,-74.07733016623854
40.68596785088325,-74.00028845544719
40.63051261779271,-73.95730083397692
40.74752015504087,-73.9802802899652
40.728159098297695,-73.98295592150251
40.76764480885257,-73.9183247451947
40.73369852968587,-73.98689474191646
40.761485862030355,-73.96059923654227
40.751017643622646,-73.98475828928069
40.78423707097657,-73.94706974352269
40.7185587240059,-74.01043276348109
40.746741853644096,-73.97274135596683
40.680450482403046,-73.97319749483555
40.82401247318397,-73.950640439093
40.72238976571025,-73.80951881866362
40.776768312828025,-73.98134759028446
40.713588003893314,-74.00996665830375
40.73908441634809,-74.003850341593
40.862933806053356,-73.89825493354691
40.7203282695909,-73.80776061338688
40.70821418783506,-74.00077908962686
40.77046702162365,-73.98574305143927
40.597147202593604,-73.92993734547095
40.69498825435709,-73.90729588986481
40.72201914755095,-73.98344452363722
40.632383763802366,-74.09460589027366
40.68656594533152,-73.99217557580467
40.61338800221496,-73.96593803416458
40.7724628816901,-73.98984762198249
40.68902344897685,-73.9512848515464
40.770479343629226,-73.92114088991627
40.75743735072452,-73.82494335387766
40.681519002585894,-73.90648535962963
40.77171087031545,-73.99039650762118
40.758429230139214,-73.99263277459292
40.60568014027048,-73.9971477253124
40.72488548963499,-74.00929729731878
40.765989917965285,-73.94677739298852
40.59779875388653,-73.93165430681822
40.78309359933819,-73.95618830940636
40.74554836479968,-73.9990688992374
40.73321311099893,-73.99111288120781
40.77558840662019,-73.95342395829049
40.685185631810796,-73.93357308906918
40.742946866747495,-73.92536687866857
40.75939190349784,-73.9850704141174
40.75904776971952,-73.9068132812682
40.76048670931304,-73.93122747259213
40.63571063859111,-74.00833368716194
40.73114226827491,-73.95947700660575
40.86330862421156,-73.92978709306722
40.727676333849416,-73.98521822954648
40.76843801550881,-73.95257696152676
40.77922329813113,-73.94897297998897
40.8377075854206,-73.83458731019586
40.710350855340856,-73.79960505741674
40.7190253512577,-73.98976918244128
40.737549981457065,-74.00648805506913
40.68501774579891,-73.99023231657276
40.81241989289139,-73.9533150943926
40.89969466873511,-73.86705378897256
40.822651373588734,-73.95129903286636
40.785589995967534,-73.98200594806721
40.73339701894496,-73.85750255046686
40.80894329739636,-73.95577032238367
40.77622977738199,-73.97812349268129
40.724715534853615,-74.005978107238
40.80435361823838,-73.94799650674575
40.69763626616136,-73.96577598296834
40.61642364692707,-74.16639155919503
40.69510693094866,-73.96134167050481
40.80892775444101,-73.95825202037952
40.61328048406419,-73.99744634722688
40.667552717870436,-73.98990684668901
40.75894939991496,-73.96848058993135
40.728555364728926,-73.99256752533641
40.72517375156485,-74.00848918712124
40.70688007585629,-73.92864258146054
40.77741324480727,-73.98085275130494
40.748210527573576,-73.81336444074358
40.69233144564136,-73.96864189964941
40.551126713676936,-74.1882009305705
40.76550198639699,-73.98746608376726
40.74371482743742,-74.00333454816918
40.68897194265972,-73.96899324758508
40.74318785651019,-73.99749910865462
40.83978247295038,-73.94230924072897
40.60915521875997,-74.08684045262234
40.82764217764599,-73.90447331199601
40.745920850866796,-73.98639430420455
40.72865129636333,-73.95547363800624
40.76014085149779,-73.96934274646615
40.7046276736275,-73.90704083574003
40.59415505857638,-73.95042867388842
40.749099673612115,-73.76933789974902
40.768801398200495,-73.9552698957442
40.75716297287014,-73.9836126567015
40.66261682696933,-73.98322858304967
40.662284853905646,-73.98425592421953
40.74031955484896,-74.00384319570206
40.873410382339,-73.87588565355506
40.717707423958714,-73.93676570169863
40.79824303955295,-73.95246182249925
40.75016089344449,-73.94097927836481
40.75638185110532,-73.96432365522013
40.58853899351019,-73.9386342229703
40.76948307211895,-73.95786518258946
40.813243223400534,-73.88616369234511
40.72285387534029,-73.98585425239365
40.64851180932783,-73.96193444454579
40.71970053108953,-73.98942636458058
40.59156460017621,-73.96759103771906
40.59596050864537,-73.97337184175494
40.68380296288103,-73.95846015698494
40.71871595041182,-73.80382951018838
40.7739831423561,-73.95444323051755
40.69174261497543,-73.92853257152241
40.768119296502654,-73.95886244436846
40.75214002836356,-73.96975788591635
40.72344701612075,-73.98828573037261
